empleado_num,cantidad_horas,justificacion,fecha_registro
V56718,3,Voluntariado,2024-08-16 17:48:29.735744
CD0001,1,Reunion de proyectos,2025-06-07 12:00:55.830194
V09973,1,Capacitacion,2025-02-26 17:22:43.165035
AV9029,4,Operacion de Emergencia,2025-11-19 09:09:11.218029
V89890,4,Requerimiento de proyectos,2024-06-11 18:34:26.438763
V83021,4,Capacitacion,2025-09-15 13:38:02.415749
CD0002,4,Reunion de proyectos,2024-08-18 17:56:13.028662
BE3019,2,Requerimiento del almacen,2025-09-11 09:10:28.134412
AV9029,5,AOG de ultimo momento,2025-10-25 18:20:57.482103
V89890,2,Mantenimiento,2024-09-26 10:05:57.322889
V83021,4,Requerimiento del almacen,2024-07-09 10:32:11.947929
V09973,1,Operacion de Emergencia,2024-05-10 11:46:48.364669
CD0002,2,Reunion de proyectos,2025-11-20 17:52:59.030405
RH8901,2,Reunion de proyectos,2024-04-23 17:30:56.359199
AV9029,2,Operacion de Emergencia,2025-07-19 08:37:14.975712
V56718,1,Voluntariado,2024-05-04 09:41:35.082541
CD0001,1,Capacitacion,2026-03-28 08:32:37.791632
BE3019,1,Reunion de proyectos,2026-01-02 10:59:11.656171
BE3019,3,Requerimiento del almacen,2025-09-21 14:09:51.602154
V56718,2,Requerimiento del almacen,2024-08-24 10:01:44.205639
RH8901,5,Requerimiento del almacen,2025-02-25 16:30:54.820765
RH8901,3,Revision de inventario trimestral,2024-11-20 18:18:09.665460
V83021,1,Capacitacion,2024-04-17 10:35:22.326969
CD0001,5,Requerimiento del almacen,2024-06-26 18:24:32.000673
V09973,2,Mantenimiento,2025-11-19 08:24:42.502988
V56718,2,Revision de inventario trimestral,2025-06-08 08:18:15.125123
RH8901,5,Revision de inventario trimestral,2025-07-08 10:24:42.727725
V83021,2,Operacion de Emergencia,2024-06-22 18:07:09.570140
BE3019,2,Requerimiento de proyectos,2024-02-17 08:31:26.945547
RH8901,1,Operacion de Emergencia,2026-01-31 15:35:06.860862
RH8901,4,Capacitacion,2026-01-04 09:31:56.977398
RH8901,3,Revision de inventario trimestral,2025-02-03 08:50:25.085722
RH8901,3,Capacitacion,2025-06-16 12:36:47.402542
BE3019,2,Voluntariado,2025-12-24 16:11:41.178026
BE3019,1,Mantenimiento,2025-09-13 11:24:56.317161
V56718,2,Revision de inventario trimestral,2025-11-30 08:51:54.004437
RH8901,4,Requerimiento del almacen,2025-05-11 08:03:43.518691
V89890,3,Operacion de Emergencia,2026-01-11 18:05:51.427554
CD0002,2,Voluntariado,2025-11-25 12:00:33.120449
DR8901,4,Requerimiento del almacen,2024-03-18 16:42:38.605762
CD0001,2,Requerimiento del almacen,2024-02-10 09:08:20.721819
V89890,1,Capacitacion,2024-02-21 16:03:17.352654
V83021,2,Voluntariado,2025-05-29 18:22:13.943376
DR8901,2,Requerimiento de proyectos,2025-11-18 10:46:44.794004
V09973,1,Operacion de Emergencia,2025-10-13 14:11:34.665516
V56718,3,Requerimiento de proyectos,2024-04-11 08:40:37.208364
V09973,2,Capacitacion,2024-12-22 18:23:03.091753
CD0002,3,Voluntariado,2024-01-28 13:06:26.423154
V56718,2,AOG de ultimo momento,2025-07-30 17:41:06.362784
V89890,1,Requerimiento del almacen,2025-03-09 16:17:49.093623
AV9029,2,Revision de inventario trimestral,2025-04-17 16:40:21.841657
CD0001,1,Operacion de Emergencia,2026-01-17 14:52:38.586513
V09973,4,Reunion de proyectos,2024-04-20 13:22:02.876534
CD0001,1,Requerimiento de proyectos,2026-02-22 12:39:27.487194
CD0001,4,Capacitacion,2025-11-05 12:20:42.837759
V83021,4,Requerimiento del almacen,2024-07-10 18:42:15.365487
DR8901,2,Requerimiento del almacen,2024-03-31 13:38:22.485632
DR8901,4,Requerimiento de proyectos,2024-11-26 16:08:55.945236
V09973,1,Capacitacion,2024-06-04 11:55:53.793661
V89890,3,Voluntariado,2025-04-06 10:05:28.038147
V56718,1,Voluntariado,2024-12-18 15:09:43.291965
V83021,4,Revision de inventario trimestral,2025-10-24 12:58:06.972714
BE3019,1,Voluntariado,2025-01-08 10:41:47.252009
CD0001,3,Reunion de proyectos,2025-07-29 11:48:54.626459
CD0001,3,AOG de ultimo momento,2025-09-13 11:13:32.443319
BE3019,1,Revision de inventario trimestral,2024-07-25 16:07:52.354210
RH8901,1,Voluntariado,2024-09-16 12:35:15.186260
CD0002,1,AOG de ultimo momento,2025-07-20 13:31:07.557219
V09973,3,Reunion de proyectos,2025-08-12 14:06:32.627564
V09973,2,Requerimiento de proyectos,2024-08-11 17:05:13.462223
CD0001,4,Requerimiento del almacen,2024-01-18 09:23:44.285627
CD0002,3,Capacitacion,2024-05-07 12:48:25.971809
V09973,1,Revision de inventario trimestral,2025-12-27 08:34:17.281094
DR8901,3,Revision de inventario trimestral,2024-04-19 15:26:15.708474
BE3019,2,Reunion de proyectos,2024-10-19 13:49:06.415448
CD0002,1,Requerimiento de proyectos,2025-08-23 18:20:53.381170
V09973,3,Requerimiento del almacen,2024-01-08 08:49:03.718467
V89890,3,Operacion de Emergencia,2025-01-22 12:41:44.036970
AV9029,1,Requerimiento del almacen,2026-04-16 16:27:04.649300
V09973,5,Mantenimiento,2024-07-06 11:20:31.943557
V89890,2,Capacitacion,2024-09-26 14:48:16.849733
CD0002,2,Mantenimiento,2026-02-01 09:32:37.298577
CD0002,2,Operacion de Emergencia,2025-07-25 09:53:59.958480
V09973,5,AOG de ultimo momento,2024-01-19 13:43:52.749345
AV9029,2,Requerimiento del almacen,2024-07-28 11:36:33.029019
CD0001,3,Operacion de Emergencia,2024-06-06 09:25:01.871736
BE3019,4,Capacitacion,2026-01-16 12:55:12.483741
V09973,4,AOG de ultimo momento,2024-09-12 14:41:39.311579
V83021,1,Requerimiento de proyectos,2024-03-22 17:49:23.372834
DR8901,2,Voluntariado,2024-12-17 11:19:58.098705
CD0001,4,Revision de inventario trimestral,2025-03-07 13:43:40.918624
V09973,2,Requerimiento de proyectos,2025-08-18 11:44:30.094911
CD0001,1,AOG de ultimo momento,2025-07-26 12:24:00.776118
V09973,5,Requerimiento de proyectos,2025-11-12 14:10:07.879964
V83021,1,Revision de inventario trimestral,2024-02-29 16:23:56.918216
V83021,1,AOG de ultimo momento,2026-01-26 13:46:26.671680
AV9029,3,Operacion de Emergencia,2025-06-26 10:58:50.331002
V56718,4,Voluntariado,2024-04-08 15:44:17.663299
V89890,4,Requerimiento de proyectos,2024-11-28 09:28:53.884646
CD0001,2,Revision de inventario trimestral,2026-01-03 17:43:27.893951
DR8901,2,Reunion de proyectos,2025-10-12 12:12:15.041398
CD0002,3,Revision de inventario trimestral,2025-06-13 11:21:47.673917
CD0001,3,Voluntariado,2025-03-30 12:03:08.437941
CD0002,1,Requerimiento del almacen,2024-03-16 09:18:17.416280
CD0001,2,AOG de ultimo momento,2026-04-14 16:10:06.665972
CD0002,3,Revision de inventario trimestral,2025-11-12 11:07:06.384546
AV9029,1,Revision de inventario trimestral,2025-09-23 13:10:33.489723
CD0002,3,Requerimiento de proyectos,2025-03-08 13:41:16.344904
V09973,1,Capacitacion,2025-09-29 16:22:58.507044
CD0001,5,Requerimiento de proyectos,2025-06-10 18:30:34.723307
V09973,2,Voluntariado,2024-11-10 17:30:54.634083
AV9029,4,Operacion de Emergencia,2025-12-10 14:42:43.099773
CD0001,4,Requerimiento del almacen,2024-04-08 08:18:37.773857
AV9029,3,Revision de inventario trimestral,2025-11-07 11:26:22.223314
V89890,1,Mantenimiento,2026-02-23 10:01:05.393336
CD0001,5,AOG de ultimo momento,2026-01-16 17:48:33.453159
V56718,3,AOG de ultimo momento,2025-03-01 08:29:32.848073
DR8901,3,AOG de ultimo momento,2025-05-05 11:39:33.838937
DR8901,2,AOG de ultimo momento,2025-05-14 09:38:21.703484
V56718,3,Mantenimiento,2024-12-30 17:31:07.929312
V83021,1,AOG de ultimo momento,2024-07-01 13:19:28.888288
V83021,3,Operacion de Emergencia,2024-09-18 16:31:36.408158
BE3019,2,Mantenimiento,2024-01-31 13:10:09.279144
V09973,2,Capacitacion,2025-05-24 13:28:48.219823
DR8901,1,Voluntariado,2025-04-13 14:25:59.956905
BE3019,1,Voluntariado,2025-02-15 08:50:56.466626
AV9029,3,AOG de ultimo momento,2026-03-25 15:14:58.168009
V89890,5,AOG de ultimo momento,2025-12-04 14:05:20.769944
BE3019,2,Mantenimiento,2025-07-21 16:44:26.340430
DR8901,2,Capacitacion,2025-04-21 12:41:29.806946
RH8901,1,Voluntariado,2024-04-14 09:18:22.449498
V09973,1,Reunion de proyectos,2025-06-08 13:54:57.030938
AV9029,1,Operacion de Emergencia,2024-03-19 14:33:11.819950
CD0002,5,Requerimiento del almacen,2024-06-16 12:03:22.312074
V89890,3,AOG de ultimo momento,2024-10-14 08:05:01.743020
BE3019,2,Operacion de Emergencia,2024-10-17 10:15:44.679864
V56718,2,Requerimiento de proyectos,2026-04-17 18:14:32.475018
AV9029,2,Operacion de Emergencia,2024-01-29 17:37:36.290335
V56718,1,Operacion de Emergencia,2024-09-14 10:09:59.718379
RH8901,2,Revision de inventario trimestral,2024-03-21 18:20:14.933767
V56718,5,AOG de ultimo momento,2024-05-05 11:33:43.281769
CD0002,3,Requerimiento del almacen,2026-03-18 15:19:14.389262
CD0001,2,Requerimiento del almacen,2025-10-27 10:15:13.830869
V09973,1,Requerimiento del almacen,2024-02-19 15:08:36.335104
DR8901,2,AOG de ultimo momento,2025-09-18 09:04:57.054408
CD0001,1,AOG de ultimo momento,2025-11-07 08:32:51.705019
AV9029,5,Voluntariado,2024-02-16 11:09:44.391977
AV9029,3,Requerimiento de proyectos,2024-12-17 09:43:49.873221
CD0001,1,Requerimiento del almacen,2025-01-05 11:01:43.835201
V89890,2,Capacitacion,2024-08-29 18:18:47.486810
V83021,1,Operacion de Emergencia,2025-11-30 10:01:03.480291
DR8901,2,Mantenimiento,2024-11-11 14:14:40.398970
AV9029,2,Requerimiento de proyectos,2026-01-05 12:39:28.673086
CD0002,3,Requerimiento de proyectos,2025-11-14 08:21:26.132812
V09973,2,Revision de inventario trimestral,2026-04-15 08:16:20.224877
DR8901,5,AOG de ultimo momento,2025-07-30 16:04:41.020965
V09973,2,Revision de inventario trimestral,2024-03-14 11:36:01.723087
RH8901,2,Operacion de Emergencia,2024-12-02 10:27:14.267933
RH8901,2,Mantenimiento,2026-02-26 15:05:26.899575
V09973,3,AOG de ultimo momento,2025-04-14 11:22:39.044046
BE3019,5,AOG de ultimo momento,2024-04-17 14:13:22.902359
BE3019,5,Revision de inventario trimestral,2024-12-11 08:57:27.597648
CD0001,4,Reunion de proyectos,2025-12-28 15:08:23.944833
CD0001,3,Voluntariado,2024-09-10 08:31:25.835149
RH8901,2,Mantenimiento,2024-08-17 13:45:44.225517
BE3019,3,Operacion de Emergencia,2025-05-22 11:52:53.182754
V56718,4,Voluntariado,2024-07-21 08:45:50.429165
BE3019,4,Operacion de Emergencia,2026-01-08 14:55:44.987240
BE3019,5,Voluntariado,2024-04-26 10:26:49.838568
V56718,4,Revision de inventario trimestral,2025-08-22 18:39:32.284577
V83021,5,AOG de ultimo momento,2025-05-15 12:48:20.014849
CD0001,2,Requerimiento de proyectos,2026-01-30 14:55:57.071492
DR8901,1,Reunion de proyectos,2025-02-24 10:35:58.343547
V09973,3,Voluntariado,2025-11-09 09:02:19.474847
V09973,3,AOG de ultimo momento,2024-05-10 18:49:11.694793
AV9029,4,Mantenimiento,2024-01-26 12:19:51.510710
BE3019,2,Reunion de proyectos,2026-01-14 16:01:47.069268
CD0002,5,Mantenimiento,2025-11-13 12:09:11.661053
V83021,1,Mantenimiento,2025-06-18 10:25:07.109214
V83021,3,Requerimiento de proyectos,2025-08-12 13:26:48.536541
V83021,5,AOG de ultimo momento,2026-03-27 10:21:16.413438
V09973,1,Mantenimiento,2025-06-09 15:12:50.095994
V89890,5,Requerimiento del almacen,2025-05-20 12:15:43.404592
V83021,3,Capacitacion,2024-01-01 10:53:45.001737
CD0001,4,Mantenimiento,2024-03-10 10:39:55.707783
CD0002,2,Requerimiento del almacen,2025-12-28 10:10:21.047447
V83021,3,Operacion de Emergencia,2024-10-14 13:23:18.375977
V83021,5,Capacitacion,2026-01-19 16:09:54.500097
V83021,5,Revision de inventario trimestral,2024-09-07 08:12:46.425300
CD0002,1,Operacion de Emergencia,2024-01-27 18:36:17.462907
CD0002,2,Revision de inventario trimestral,2025-01-19 11:51:33.419371
V89890,3,AOG de ultimo momento,2025-09-11 16:08:22.716655
V89890,1,Reunion de proyectos,2025-05-26 09:28:36.378762
V89890,5,Voluntariado,2026-04-02 09:25:42.533173
BE3019,2,AOG de ultimo momento,2026-02-22 14:11:27.641001
V56718,1,Voluntariado,2025-08-17 15:23:46.894447
RH8901,5,Revision de inventario trimestral,2024-04-09 17:09:38.841050
V09973,2,Capacitacion,2024-04-27 09:21:53.813912
V09973,4,AOG de ultimo momento,2025-10-17 13:35:39.840676
CD0001,3,AOG de ultimo momento,2025-07-06 16:05:41.352663
DR8901,2,Reunion de proyectos,2025-06-14 13:50:45.374421
BE3019,2,Mantenimiento,2026-02-16 15:51:00.647657
BE3019,2,Operacion de Emergencia,2026-02-09 14:57:22.008820
V89890,2,Operacion de Emergencia,2025-12-28 14:47:36.541301
BE3019,1,Capacitacion,2024-04-28 17:23:56.433466
V89890,3,Reunion de proyectos,2024-11-13 08:10:57.588896
V09973,3,Capacitacion,2024-06-03 17:19:36.853005
CD0002,2,Requerimiento de proyectos,2024-07-26 16:40:09.783222
DR8901,2,Reunion de proyectos,2025-11-27 12:55:34.821162
CD0002,1,Requerimiento de proyectos,2025-04-07 09:50:25.702211
BE3019,2,Revision de inventario trimestral,2024-07-09 13:49:59.677561
RH8901,2,AOG de ultimo momento,2024-07-29 10:12:16.079395
BE3019,2,Mantenimiento,2025-05-31 09:43:46.813373
V56718,3,Mantenimiento,2024-09-11 18:16:25.658553
AV9029,1,AOG de ultimo momento,2025-09-30 14:13:16.777815
AV9029,3,Requerimiento del almacen,2025-11-21 15:05:17.970094
CD0001,2,Reunion de proyectos,2026-04-26 08:53:34.584212
RH8901,5,Reunion de proyectos,2024-06-13 13:10:23.064294
V83021,2,Capacitacion,2025-03-23 09:43:05.134243
BE3019,5,AOG de ultimo momento,2025-09-19 10:37:57.582609
V56718,3,Reunion de proyectos,2025-01-29 13:52:30.428211
BE3019,2,Operacion de Emergencia,2026-04-18 09:54:31.017491
BE3019,5,Voluntariado,2025-08-14 17:31:21.557215
BE3019,2,Requerimiento de proyectos,2025-03-18 15:22:06.219420
DR8901,1,Mantenimiento,2024-03-31 13:27:33.713564
RH8901,4,Revision de inventario trimestral,2026-04-16 18:51:31.409397
BE3019,1,Capacitacion,2025-01-20 12:34:30.305487
BE3019,2,Requerimiento de proyectos,2025-07-28 16:31:15.169166
V56718,2,Mantenimiento,2024-09-12 14:41:05.499718
V83021,3,Reunion de proyectos,2025-05-16 11:49:01.761151
CD0001,2,Operacion de Emergencia,2024-03-02 10:14:45.861942
CD0002,3,Requerimiento del almacen,2026-01-01 17:21:38.418430
BE3019,3,Revision de inventario trimestral,2024-08-10 09:36:47.837690
V56718,3,Revision de inventario trimestral,2024-10-03 11:19:48.819604
RH8901,2,Requerimiento de proyectos,2025-10-23 13:36:57.027400
V09973,2,Operacion de Emergencia,2024-11-08 09:44:36.476980
DR8901,3,Voluntariado,2024-06-20 18:14:01.095434
V56718,5,Revision de inventario trimestral,2025-05-30 12:49:33.819390
V56718,2,Operacion de Emergencia,2025-04-23 16:04:54.116999
V89890,3,Operacion de Emergencia,2025-11-07 16:43:26.430004
CD0001,3,Requerimiento del almacen,2025-07-01 13:07:12.260115
CD0001,2,Requerimiento de proyectos,2025-08-15 15:39:40.863240
AV9029,2,Mantenimiento,2025-02-28 14:40:57.967483
RH8901,3,Requerimiento de proyectos,2024-10-31 12:00:14.239567
CD0002,2,AOG de ultimo momento,2026-03-08 16:22:13.508682
V89890,1,Operacion de Emergencia,2025-03-07 08:43:00.027319
CD0001,2,Revision de inventario trimestral,2024-09-26 09:32:16.776708
V83021,5,Revision de inventario trimestral,2025-12-19 08:06:13.401770
V83021,3,Requerimiento del almacen,2024-11-21 12:29:08.107002
V83021,3,Mantenimiento,2025-11-05 18:35:40.417508
V89890,4,Revision de inventario trimestral,2025-09-10 09:33:40.189308
RH8901,2,Operacion de Emergencia,2025-07-07 12:17:36.857300
V09973,2,Voluntariado,2024-10-13 17:26:46.366048
V09973,4,Mantenimiento,2024-01-05 10:14:46.392581
V09973,3,Requerimiento de proyectos,2025-12-30 12:36:05.796316
V09973,3,Voluntariado,2024-11-20 10:30:53.306089
V89890,3,Mantenimiento,2025-12-06 16:53:38.717311
V56718,3,Revision de inventario trimestral,2026-04-19 08:42:26.270336
DR8901,2,Mantenimiento,2025-05-19 11:49:05.485024
DR8901,1,Operacion de Emergencia,2025-12-18 18:55:48.734760
DR8901,2,Revision de inventario trimestral,2024-03-21 14:46:26.268002
CD0002,1,Requerimiento del almacen,2024-03-17 14:56:08.229326
V09973,5,Reunion de proyectos,2024-03-11 12:04:19.550288
V89890,5,Voluntariado,2025-11-19 12:18:06.715022
V83021,5,Mantenimiento,2024-04-17 10:50:28.455154
DR8901,5,Reunion de proyectos,2024-01-23 11:17:32.279898
V89890,3,Operacion de Emergencia,2025-06-13 13:10:17.071274
RH8901,4,Requerimiento de proyectos,2025-10-05 10:59:46.973812
BE3019,5,Requerimiento de proyectos,2026-02-01 10:01:28.860091
DR8901,5,Requerimiento del almacen,2025-04-18 16:18:11.973731
V83021,1,Mantenimiento,2026-01-11 16:10:17.965633
BE3019,5,Reunion de proyectos,2025-09-09 09:28:04.026718
V56718,2,AOG de ultimo momento,2024-07-03 17:34:21.601654
AV9029,2,Requerimiento de proyectos,2025-11-27 12:24:39.729678
CD0002,2,Requerimiento del almacen,2025-07-08 11:11:02.219312
V56718,2,Requerimiento del almacen,2025-03-24 11:08:11.880663
RH8901,3,Requerimiento de proyectos,2026-01-09 12:46:04.192446
BE3019,2,AOG de ultimo momento,2024-05-25 09:34:24.353996
AV9029,1,Revision de inventario trimestral,2026-02-16 13:22:36.446657
V89890,5,AOG de ultimo momento,2024-12-29 16:01:33.443803
V09973,5,Reunion de proyectos,2025-02-04 15:38:01.490265
V09973,1,Voluntariado,2025-12-05 08:12:00.986946
BE3019,2,Voluntariado,2026-01-21 14:59:29.758542
V83021,3,Reunion de proyectos,2024-02-01 10:36:46.101879
V09973,5,Mantenimiento,2025-06-02 16:59:57.100110
V89890,3,Reunion de proyectos,2025-03-27 10:37:28.373089
CD0001,2,Reunion de proyectos,2024-05-09 10:16:57.944463
DR8901,3,Operacion de Emergencia,2024-05-18 13:21:30.243270
DR8901,4,Voluntariado,2024-05-24 12:35:13.271058
V56718,1,Mantenimiento,2025-06-26 11:43:58.246935
RH8901,4,Reunion de proyectos,2024-04-07 13:09:12.366780
CD0002,1,Voluntariado,2024-01-21 16:21:39.342787
V89890,2,Requerimiento de proyectos,2026-03-12 14:09:53.515350
CD0002,2,Voluntariado,2024-01-31 15:49:01.638878
CD0001,4,Mantenimiento,2025-02-19 11:00:57.058281
V89890,2,Capacitacion,2026-03-26 17:34:47.519496
V09973,5,AOG de ultimo momento,2025-02-07 12:06:11.343618
V09973,1,Requerimiento de proyectos,2026-02-12 09:49:57.865947
CD0002,4,Voluntariado,2025-08-08 13:44:38.433524
V83021,3,Requerimiento del almacen,2025-01-30 11:55:06.245854
BE3019,1,Operacion de Emergencia,2024-10-23 10:31:10.601827
AV9029,2,Mantenimiento,2024-03-18 09:56:56.464713
V83021,2,Requerimiento del almacen,2024-05-16 09:30:55.232710
BE3019,5,Operacion de Emergencia,2024-07-18 13:45:24.928839
CD0002,4,Reunion de proyectos,2025-11-06 10:46:15.331909
CD0001,1,Operacion de Emergencia,2024-06-22 14:19:34.733498
V89890,1,AOG de ultimo momento,2025-11-04 16:01:04.549398
V89890,2,Mantenimiento,2025-06-26 16:02:51.840508
CD0001,1,Requerimiento de proyectos,2025-06-12 16:57:27.944647
V09973,4,Capacitacion,2025-02-01 17:11:07.662937
BE3019,2,AOG de ultimo momento,2024-07-01 12:27:47.361146
V09973,2,AOG de ultimo momento,2024-03-13 12:10:12.888487
V09973,1,AOG de ultimo momento,2026-01-28 08:07:15.060192
CD0002,1,Revision de inventario trimestral,2025-11-05 09:38:07.617161
RH8901,3,Voluntariado,2024-05-29 09:37:53.401482
CD0002,3,Requerimiento de proyectos,2025-07-24 13:16:21.603091
V83021,2,Requerimiento de proyectos,2024-10-05 11:14:46.221911
RH8901,2,Requerimiento del almacen,2024-05-23 13:00:43.604733
V09973,2,Operacion de Emergencia,2026-04-04 11:57:14.495870
CD0002,2,Voluntariado,2024-06-15 18:11:39.326946
V56718,5,Operacion de Emergencia,2025-10-30 13:06:34.899876
RH8901,3,Requerimiento del almacen,2025-04-12 12:01:16.882226
V89890,3,Mantenimiento,2025-11-24 09:06:20.635359
V09973,2,Requerimiento del almacen,2024-12-26 08:34:20.674274
V56718,1,Voluntariado,2025-02-20 11:36:16.807812
V83021,3,Requerimiento de proyectos,2026-02-28 10:41:13.645635
V56718,5,Reunion de proyectos,2024-09-11 11:02:19.207870
CD0001,2,Capacitacion,2025-06-27 08:47:45.830555
V83021,5,Operacion de Emergencia,2025-04-29 18:21:28.429532
CD0001,3,Revision de inventario trimestral,2025-01-23 09:10:45.133316
V83021,2,Requerimiento de proyectos,2026-02-18 18:25:39.125890
CD0002,5,Requerimiento de proyectos,2025-11-03 09:00:19.508022
AV9029,3,Requerimiento del almacen,2024-06-10 16:36:19.625172
AV9029,3,Voluntariado,2024-02-18 12:53:10.747638
DR8901,1,AOG de ultimo momento,2025-02-13 18:46:08.567484
DR8901,1,Reunion de proyectos,2024-08-10 13:24:22.053395
AV9029,1,Requerimiento de proyectos,2024-10-21 18:13:41.069995
CD0001,3,Requerimiento de proyectos,2024-11-20 16:36:25.857454
DR8901,3,Mantenimiento,2024-07-16 16:56:04.794245
CD0002,2,Capacitacion,2025-03-21 12:45:51.235876
CD0001,1,Requerimiento de proyectos,2024-03-08 16:16:42.327470
V09973,2,Requerimiento de proyectos,2025-08-25 12:57:39.187131
CD0001,2,Capacitacion,2025-04-01 12:37:40.355924
V09973,4,AOG de ultimo momento,2024-11-11 09:20:26.146003
AV9029,1,AOG de ultimo momento,2024-01-26 15:57:00.112999
AV9029,3,Revision de inventario trimestral,2025-10-24 15:47:40.414061
CD0002,3,Capacitacion,2025-03-08 14:21:33.520797
V89890,4,AOG de ultimo momento,2025-01-10 13:31:41.531817
BE3019,2,Requerimiento del almacen,2026-04-14 13:36:05.165523
CD0002,3,Requerimiento del almacen,2024-07-21 17:29:35.063620
CD0002,2,AOG de ultimo momento,2024-08-19 10:10:19.791275
DR8901,2,Mantenimiento,2025-02-15 14:07:41.339942
RH8901,3,Reunion de proyectos,2024-07-01 15:08:32.236907
V09973,3,Requerimiento del almacen,2026-03-01 13:37:42.672231
V56718,1,Mantenimiento,2025-09-25 15:53:31.502392
CD0001,2,AOG de ultimo momento,2025-11-27 15:13:17.343942
CD0002,1,Requerimiento del almacen,2025-06-06 09:10:46.556746
CD0001,3,Requerimiento de proyectos,2025-01-11 12:35:35.501150
DR8901,5,Voluntariado,2025-08-04 10:56:00.437397
CD0002,4,Voluntariado,2024-11-12 18:18:19.029975
V83021,2,AOG de ultimo momento,2025-08-28 10:59:10.529056
V89890,1,Mantenimiento,2025-06-05 14:28:35.698028
RH8901,2,AOG de ultimo momento,2024-08-02 11:21:30.128298
RH8901,2,Revision de inventario trimestral,2024-04-25 12:56:27.930327
CD0001,5,Voluntariado,2026-03-01 13:50:41.004600
CD0001,1,Revision de inventario trimestral,2025-11-28 08:46:24.858641
V83021,4,Mantenimiento,2024-02-17 18:22:59.292133
V89890,4,Mantenimiento,2024-08-24 14:08:23.141243
RH8901,3,Voluntariado,2024-11-25 11:06:57.853572
DR8901,5,Voluntariado,2024-04-22 13:07:55.332922
V09973,2,Requerimiento del almacen,2024-06-10 08:16:57.434121
CD0002,1,AOG de ultimo momento,2025-04-04 09:09:19.146291
AV9029,2,AOG de ultimo momento,2026-03-12 12:27:03.020139
V83021,5,Reunion de proyectos,2024-09-15 16:20:20.136941
RH8901,5,AOG de ultimo momento,2024-07-01 09:38:24.611734
BE3019,1,Capacitacion,2026-04-05 18:35:36.734262
AV9029,2,Voluntariado,2024-08-26 18:36:23.502655
V89890,2,Operacion de Emergencia,2024-12-31 14:09:23.327282
V56718,1,AOG de ultimo momento,2026-01-23 08:13:48.668226
AV9029,5,AOG de ultimo momento,2024-10-26 13:30:40.343650
V56718,2,Operacion de Emergencia,2024-10-23 10:53:07.849113
V56718,1,Operacion de Emergencia,2026-04-21 13:06:56.229168
V89890,3,Requerimiento de proyectos,2025-05-16 14:58:48.439459
BE3019,3,Operacion de Emergencia,2025-11-24 18:06:02.154772
CD0001,3,AOG de ultimo momento,2024-11-03 18:18:51.881579
CD0002,5,Reunion de proyectos,2025-03-19 09:50:22.949822
RH8901,4,Revision de inventario trimestral,2025-06-09 18:48:23.101265
BE3019,2,Reunion de proyectos,2024-11-03 18:20:32.538598
V83021,1,Reunion de proyectos,2025-11-25 10:40:48.454994
CD0002,4,AOG de ultimo momento,2024-05-24 15:58:08.085052
CD0002,1,Reunion de proyectos,2024-01-13 10:41:35.002755
CD0002,2,Mantenimiento,2025-07-26 17:25:46.728926
V56718,3,Capacitacion,2024-06-27 17:44:51.049321
CD0002,2,AOG de ultimo momento,2025-09-06 11:06:08.128438
AV9029,2,Mantenimiento,2025-08-29 12:38:23.369275
V09973,2,Operacion de Emergencia,2024-02-11 17:50:16.741889
CD0002,5,Operacion de Emergencia,2026-04-05 10:22:31.001571
CD0002,5,Revision de inventario trimestral,2026-04-12 12:55:45.031153
V09973,4,Revision de inventario trimestral,2025-08-02 17:14:19.834091
V09973,3,Reunion de proyectos,2025-05-04 13:54:23.354636
CD0002,1,Operacion de Emergencia,2024-02-22 14:04:51.027709
V09973,3,Voluntariado,2026-03-30 15:09:28.927781
V89890,1,Requerimiento del almacen,2024-10-25 14:50:39.349140
AV9029,2,Operacion de Emergencia,2025-05-03 14:50:43.048603
CD0002,5,AOG de ultimo momento,2024-12-20 13:11:43.388151
V56718,4,Voluntariado,2024-10-02 12:47:11.109710
AV9029,5,Revision de inventario trimestral,2024-04-27 17:57:32.946717
DR8901,2,Requerimiento del almacen,2024-01-14 13:28:24.098867
CD0001,2,Operacion de Emergencia,2025-01-12 17:00:27.179649
V83021,2,Reunion de proyectos,2024-08-11 14:47:46.069092
AV9029,5,AOG de ultimo momento,2026-01-01 10:45:21.614959
V89890,1,Capacitacion,2025-01-17 17:37:37.907262
RH8901,2,Requerimiento del almacen,2025-11-18 10:06:22.694478
RH8901,1,Capacitacion,2024-07-26 11:13:54.119072
V56718,3,Voluntariado,2025-10-23 15:07:01.894094
V83021,3,Requerimiento del almacen,2024-12-15 16:13:51.214839
V89890,3,Mantenimiento,2024-09-03 10:18:13.100648
V56718,4,Operacion de Emergencia,2024-06-18 15:52:41.447988
CD0001,2,AOG de ultimo momento,2024-12-04 15:28:31.793501
CD0001,3,Requerimiento del almacen,2024-11-25 14:52:21.396071
V83021,1,Revision de inventario trimestral,2024-05-21 10:57:06.504011
V56718,2,Capacitacion,2026-03-06 11:30:07.500824
DR8901,3,Requerimiento del almacen,2024-03-05 18:18:08.568607
V56718,3,Requerimiento de proyectos,2024-03-10 15:19:07.380801
CD0001,2,Voluntariado,2025-02-15 09:32:15.778699
DR8901,1,Requerimiento del almacen,2024-12-04 16:57:30.813106
CD0002,3,Revision de inventario trimestral,2025-09-18 12:13:28.096823
CD0001,3,Mantenimiento,2025-03-18 08:22:49.052338
